Terminal,Name,Distance,PostalCodeHigh
PHC,PHC- Aba- Enugu-Oturkpa-Oturkpo-Agatu__RENAMED__1,489.00,972108
PHC,PHC- Aba- Enugu-Oturkpa-Oturkpo-Agatu__RENAMED__2,489.00,972108
PHC,PORT-HARCOURT SITE - MAKURDI,489.00,1700005
GGLD, - Ogbomosho__RENAMED__1,490.00,3900004
GGLD,GGLD - KWALE,490.00,2000011
GGLD,GGLD- KWALE,490.00,2000011
GGLD,GGLD- KWALE__RENAMED__1,490.00,2000011
KAN,KANO-MANGU-PLATEAU,490.00,932101
KAN,KANO-MANGU-PLATEAU__RENAMED__1,490.00,932101
KAN,KANO-MANGU-PLATEAU__RENAMED__2,490.00,932101
PHC,PHC-GBOKO BENUE STATE,490.00,981101
PHC,PHC-GBOKO BENUE STATE__RENAMED__1,490.00,981101
PHC,PHC-GBOKO BENUE STATE__RENAMED__2,490.00,981101
SAP,SAPELE TO IKOT EYO-AKWA IBOM,490.00,522105
SAP,SAPELE TO IKOT EYO-AKWA IBOM__RENAMED__1,490.00,522105
SAP,SAPELE TO IKOT EYO-AKWA IBOM__RENAMED__2,490.00,522105
GGLD, - OKIGWE__RENAMED__1,491.00,2600003
ENG," - Tunkus, Mikang LGA-PLATEAU",491.00,4100007
ENG,ENUGU - IDDAH KADUNA,491.00,802114
ENG,ENUGU - IDDAH KADUNA__RENAMED__1,491.00,802114
ENG,ENUGU - IDDAH KADUNA__RENAMED__2,491.00,802114
KAN,KANO SITE - TAKUMPARA - NIGER,491.00,3600010
KAN,KANO-BASHAR-PLATEAU,491.00,942107
KAN,KANO-BASHAR-PLATEAU__RENAMED__1,491.00,942107
KAN,KANO-BASHAR-PLATEAU__RENAMED__2,491.00,942107
KAN,KANO-NYANYA-FCT-ABUJA,491.00,900103
KAN,KANO-NYANYA-FCT-ABUJA__RENAMED__1,491.00,900103
KAN,KANO-NYANYA-FCT-ABUJA__RENAMED__2,491.00,900103
KAN,KANO-BALANGA-GOMBE,492.00,761118
KAN,KANO-BALANGA-GOMBE__RENAMED__1,492.00,761118
KAN,KANO-BALANGA-GOMBE__RENAMED__2,492.00,761118
GGLD, - BOKAS-JOS__RENAMED__1,493.00,4100001
GGLD,GWAGWALADA-BASHAR-PLATEAU,493.00,942107
GGLD,GWAGWALADA-BASHAR-PLATEAU__RENAMED__1,493.00,942107
GGLD,GWAGWALADA-BASHAR-PLATEAU__RENAMED__2,493.00,942107
SAP,SAPELE SITE - DEIDEI,493.00,1100004
GGLD, - ADIKPO-BENUE__RENAMED__1,494.00,1700001
GGLD, - KOKO__RENAMED__1,494.00,2000008
GGLD, - SAPELE__RENAMED__1,494.00,2000015
ENG, - TAKUMPARA - NIGER,494.00,3600010
KAN,KANO-GUMI-ZAMFARA,494.00,888222
KAN,KANO-GUMI-ZAMFARA__RENAMED__1,494.00,888222
KAN,KANO-GUMI-ZAMFARA__RENAMED__2,494.00,888222
SAP,SAPELE SITE - DUTSE,495.00,1100005
GGLD, - FORCADOS__RENAMED__1,496.00,2000007
PHC,PHC -  IGBOKODA,496.00,352117
PHC,PHC -  IGBOKODA__RENAMED__1,496.00,352117
PHC,PHC -  IGBOKODA__RENAMED__2,496.00,352117
PHC,PHC to ILUKE EGGAN KOGI,496.00,261103
SAP,SAPELE SITE - OYAN-OSUN,496.00,3900007
SAP,SAPELE-AIRPORT-ROAD-FCT-ABUJA,496.00,900105
SAP,SAPELE-AIRPORT-ROAD-FCT-ABUJA__RENAMED__1,496.00,900105
SAP,SAPELE-AIRPORT-ROAD-FCT-ABUJA__RENAMED__2,496.00,900105
SAP,SAPELE-LUGBE-FCT-ABUJA,496.00,900107
SAP,SAPELE-LUGBE-FCT-ABUJA__RENAMED__1,496.00,900107
SAP,SAPELE-LUGBE-FCT-ABUJA__RENAMED__2,496.00,900107
GGLD, - IKOYI - OSUN STATE__RENAMED__1,497.00,3900003
GGLD, - KURFI-KATSINA STATE__RENAMED__1,497.00,3000006
PHC,PORT-HARCOURT SITE - KATSINA-ALA,497.00,1700004
SAP,SAPELE SITE - GWA-GWA- ABUJA,497.00,1100008
GGLD, - AGBARAH ASPHALT PLANT - UGHELLI__RENAMED__1,498.00,2000003
GGLD, - RINGIM-JIGAWA STATE__RENAMED__1,498.00,2700005
KAN,KANO-ZARIA-KADUNA-JERE-DIKO-PAIKO,498.00,920103
KAN,KANO-ZARIA-KADUNA-JERE-DIKO-PAIKO. .,498.00,920103
KAN,KANO-ZARIA-KADUNA-JERE-DIKO-PAIKO..,498.00,920103
PHC,"PHC-GBOKO, BENUE STATE",498.00,981101
GGLD, - GAYA - KANO STATE__RENAMED__1,499.00,2900003
GGLD, - GAYA__RENAMED__1,499.00,2900002
GGLD, - OYAN-OSUN__RENAMED__1,500.00,3900007
GGLD,GWAGWALADA to OKITIPUPA ONDO STATE,500.00,350105
GGLD,GWAGWALADA to OKITIPUPA ONDO STATE__RENAMED__1,500.00,350105
GGLD,GWAGWALADA to OKITIPUPA ONDO STATE__RENAMED__2,500.00,350105
GGLD,GWAGWALADA-CHARANCHI-KATSINA,500.00,822104
GGLD,GWAGWALADA-CHARANCHI-KATSINA__RENAMED__1,500.00,822104
GGLD,GWAGWALADA-CHARANCHI-KATSINA__RENAMED__2,500.00,822104
SAP,SAPELE SITE - ADOKA,501.00,1700002
KAN,KANO SITE - ABAJI,502.00,1100001
KAN,KANO-SHAGARI-SOKOTO,502.00,851103
KAN,KANO-SHAGARI-SOKOTO__RENAMED__1,502.00,851103
KAN,KANO-SHAGARI-SOKOTO__RENAMED__2,502.00,851103
SAP,SAPELE SITE - ABEJUKOLO,502.00,3200001
SAP,SAPELE SITE - SULEJA,502.00,1100013
GGLD, - UGHELI__RENAMED__1,503.00,2000016
ENG,ENUGU SITE - OKO KWARA,503.00,3300012
ENG,ENUGU SITE - OKO KWARA__RENAMED__1,503.00,3300012
ENG,ENUGU SITE - OKO KWARA__RENAMED__2,503.00,3300012
KAN,"KANO SITE - Tunkus, Mikang LGA-PLATEAU",503.00,4100007
KAN,KAN-Tunkus Mikang LGA-PLATEAU,503.00,940107
KAN,KAN-Tunkus Mikang LGA-PLATEAU__RENAMED__1,503.00,940107
KAN,KAN-Tunkus Mikang LGA-PLATEAU__RENAMED__2,503.00,940107
ENG, - JERE-ABUJA,504.00,2800005
KAN,KANO-WAMAKKO-SOKOTO,504.00,840102
KAN,KANO-WAMAKKO-SOKOTO__RENAMED__1,504.00,840102
KAN,KANO-WAMAKKO-SOKOTO__RENAMED__2,504.00,840102
PHC,PORT-HARCOURT SITE - IKERE,504.00,4000002
PHC,PORT-HARCOURT SITE - TARAKU - BENUE STATE,504.00,1700007
SAP,"SAPELE TO  IGUMALE, BENUE STATE",504.00,973109
SAP,"SAPELE TO  IGUMALE, BENUE STATE__RENAMED__1",504.00,973109
SAP,"SAPELE TO  IGUMALE, BENUE STATE__RENAMED__2",504.00,973109
ENG, - OGBERE MIXING PLANT JB,505.00,3800004
ENG, - SHAGAMU,505.00,3700010
GGLD, - ZAKI-BIAM - BENUE STATE__RENAMED__1,505.00,1700009
GGLD,GWAGWALADA-KURMI-TARABA,505.00,671104
GGLD,GWAGWALADA-KURMI-TARABA__RENAMED__1,505.00,671104
GGLD,GWAGWALADA-KURMI-TARABA__RENAMED__2,505.00,671104
GGLD,GWAGWALADA-MARU-ZAMFARA,505.00,622103
GGLD,GWAGWALADA-MARU-ZAMFARA__RENAMED__1,505.00,622103
GGLD,GWAGWALADA-MARU-ZAMFARA__RENAMED__2,505.00,622103
ENG, - IFE,506.00,3900002
GGLD, - UMUAKPU SITE-OHAJI/EGBEMA LGA__RENAMED__1,506.00,2600008
ENG,ENUGU-IFE,506.00,3900002
ENG,ENUGU-IFE__RENAMED__1,506.00,3900002
ENG,ENUGU-IFE__RENAMED__2,506.00,3900002
SAP,SAPELE SITE - ISEYIN,506.00,4000003
SAP,SAPELE-APA-BENUE-,506.00,972107
SAP,SAPELE-APA-BENUE-__RENAMED__1,506.00,972107
SAP,SAPELE-APA-BENUE-__RENAMED__2,506.00,972107
ENG, - EPE,507.00,3400002
SAP,SAPELE-OJU-BENUE-,507.00,971107
SAP,SAPELE-OJU-BENUE-__RENAMED__1,507.00,971107
SAP,SAPELE-OJU-BENUE-__RENAMED__2,507.00,971107
PHC,PHC-IREPODUN-EKITI,508.00,362007
SAP,SAPELE-JABI-FCT-ABUJA,508.00,240102
SAP,SAPELE-JABI-FCT-ABUJA__RENAMED__1,508.00,240102
SAP,SAPELE-JABI-FCT-ABUJA__RENAMED__2,508.00,240102
ENG, - IKORODU-LAGOS,509.00,3400004
SAP,SAPELE SITE - OYO - OGBOMOSHO ROAD-ILORIN,509.00,4000005
GGLD, - KARIM LAMIDO__RENAMED__2,510.00,4400002
GGLD, - KARIM LAMIDO__RENAMED__3,510.00,4500006
KAN,KANO-KWARE-SOKOTO,510.00,841103
KAN,KANO-KWARE-SOKOTO__RENAMED__1,510.00,841103
KAN,KANO-KWARE-SOKOTO__RENAMED__2,510.00,841103
KAN,KANO-GINGIRI-PLATEAU,511.00,932104
KAN,KANO-GINGIRI-PLATEAU__RENAMED__1,511.00,932104
KAN,KANO-GINGIRI-PLATEAU__RENAMED__2,511.00,932104
KAN,KANO-SHENDAM-PLATEAU__RENAMED__1,511.00,940101
KAN,KANO-SHENDAM-PLATEAU__RENAMED__2,511.00,940101
GGLD, - OVIRI COURT - OKWIEMO__RENAMED__1,512.00,2000013
GGLD, - RIMI CRUSHER - KATSINA__RENAMED__1,512.00,3000009
KAN,KANO SITE - RIJAU - NIGER STATE,512.00,3600009
PHC,PHC-TARKA-BENUE-,512.00,981101
PHC,PHC-TARKA-BENUE-__RENAMED__1,512.00,981101
PHC,PHC-TARKA-BENUE-__RENAMED__2,512.00,981101
SAP,SAPELE SITE - AGAIE - NIGER,513.00,3600017
SAP,SAPELE SITE - AGAIE - NIGER__RENAMED__1,513.00,3600017
SAP,SAPELE SITE - OGOJA,513.00,1900007
SAP,SAPELE- TUNGA GWUNTU,513.00,910103
SAP,SAPELE- TUNGA GWUNTU__RENAMED__1,513.00,910103
SAP,SAPELE- TUNGA GWUNTU__RENAMED__2,513.00,910103
SAP,SAPELE-AGAIE - NIGER,513.00,3600017
SAP,SAPELE-WUSE-FCT-ABUJA,513.00,900299
SAP,SAPELE-WUSE-FCT-ABUJA__RENAMED__1,513.00,900299
SAP,SAPELE-WUSE-FCT-ABUJA__RENAMED__2,513.00,900299
GGLD, - ALKALERI__RENAMED__1,514.00,1500001
GGLD, - NDUBIA__RENAMED__1,514.00,1900004
GGLD, - YAHE__RENAMED__1,514.00,1900008
GGLD,GGLD TO ZARIA CH 260 (JBN SECTION 3),514.00,702101
GGLD,GGLD TO ZARIA CH 260 (JBN SECTION 3)__RENAMED__1,514.00,702101
GGLD,GGLD TO ZARIA CH 260 (JBN SECTION 3)__RENAMED__2,514.00,702101
GGLD,GGLD TO ZARIA CH 265 (JBN SECTION 3),514.00,702101
GGLD,GGLD TO ZARIA CH 265 (JBN SECTION 3)__RENAMED__1,514.00,702101
GGLD,GGLD TO ZARIA CH 265 (JBN SECTION 3)__RENAMED__2,514.00,702101
GGLD,GGLD TO ZARIA CH 297 (JBN SECTION 3),514.00,702101
GGLD,GGLD TO ZARIA CH 297 (JBN SECTION 3)__RENAMED__1,514.00,702101
GGLD,GGLD TO ZARIA CH 297 (JBN SECTION 3)__RENAMED__2,514.00,702101
PHC,PORT-HARCOURT SITE - KABBA-KOGI STATE,514.00,3200004
SAP,SAPELE SITE - KATAMPE,514.00,1100009
SAP,SAPELE-GWER-BENUE-,514.00,971101
SAP,SAPELE-GWER-BENUE-__RENAMED__1,514.00,971101
SAP,SAPELE-GWER-BENUE-__RENAMED__2,514.00,971101
GGLD,GGLD VANDEKIYA BENUE STATE,515.00,982106
GGLD,GGLD VANDEKIYA BENUE STATE__RENAMED__1,515.00,982106
GGLD,GGLD VANDEKIYA BENUE STATE__RENAMED__2,515.00,982106
GGLD,GWAGWALADA-MANI-KATSINA,515.00,823101
GGLD,GWAGWALADA-MANI-KATSINA__RENAMED__1,515.00,823101
GGLD,GWAGWALADA-MANI-KATSINA__RENAMED__2,515.00,823101
GGLD,GWAGWALADA-SHENDAM-PLATEAU,515.00,940101
GGLD,GWAGWALADA-SHENDAM-PLATEAU__RENAMED__1,515.00,940101
GGLD,GWAGWALADA-SHENDAM-PLATEAU__RENAMED__2,515.00,940101
GGLD,GWAGWALADA-VANDEKIYA-BENUE-,515.00,982106
GGLD,GWAGWALADA-VANDEKIYA-BENUE-__RENAMED__1,515.00,982106
GGLD,GWAGWALADA-VANDEKIYA-BENUE-__RENAMED__2,515.00,982106
PHC,PHC-OSARA-KOGI,515.00,264103
PHC,PHC-OSARA-KOGI__RENAMED__1,515.00,264103
PHC,PHC-OSARA-KOGI__RENAMED__2,515.00,264103
SAP,SAPELE-ASOKORO-FCT-ABUJA,515.00,900231
SAP,SAPELE-ASOKORO-FCT-ABUJA__RENAMED__1,515.00,900231
SAP,SAPELE-ASOKORO-FCT-ABUJA__RENAMED__2,515.00,900231
KAN,KANO SITE - GWARAM,516.00,3000004
KAN,KANO-GULANI-YOBE,516.00,621102
KAN,KANO-GULANI-YOBE__RENAMED__1,516.00,621102
KAN,KANO-GULANI-YOBE__RENAMED__2,516.00,621102
KAN,KANO-GUYOK-ADAMAWA,516.00,643101
KAN,KANO-GUYOK-ADAMAWA__RENAMED__1,516.00,643101
KAN,KANO-GUYOK-ADAMAWA__RENAMED__2,516.00,643101
SAP,SAPELE SITE - ABUJA,516.00,1100002
SAP,SAPELE-IDU ABUJA,516.00,1100018
SAP,SAPELE-IDU ABUJA__RENAMED__1,516.00,1100018
SAP,SAPELE-IDU ABUJA__RENAMED__2,516.00,1100018
GGLD,GWAGWALADA-ZAKIBIAM-BENUE-,517.00,980109
GGLD,GWAGWALADA-ZAKIBIAM-BENUE-__RENAMED__1,517.00,980109
GGLD,GWAGWALADA-ZAKIBIAM-BENUE-__RENAMED__2,517.00,980109
KAN,KANO SITE - KANTAGORA,517.00,3600004
ENG, - SO-TA,519.00,3700011
ENG,"ENG-ORILE OKO, REMO NORTH LGA OGUN STATE",519.00,121104
KAN,KAN-KEFFI,519.00,3500004
KAN,KAN-KEFFI__RENAMED__1,519.00,3500004
KAN,KAN-KEFFI__RENAMED__2,519.00,3500004
PHC,PORT-HARCOURT SITE - ADO-EKITI,519.00,2300001
SAP,SAPELE SITE - GUZAPE,519.00,1100007
GGLD,GWAGWALADA-BAATAGARAWA-KATSINA,520.00,820102
GGLD,GWAGWALADA-BAATAGARAWA-KATSINA__RENAMED__1,520.00,820102
GGLD,GWAGWALADA-BAATAGARAWA-KATSINA__RENAMED__2,520.00,820102
GGLD,GWAGWALADA-BATSARI-KATSINA,520.00,820116
GGLD,GWAGWALADA-BATSARI-KATSINA__RENAMED__1,520.00,820116
GGLD,GWAGWALADA-BATSARI-KATSINA__RENAMED__2,520.00,820116
KAN,KAN-KOTANGORA NIGER STATE,520.00,923101
KAN,KAN-KOTANGORA NIGER STATE__RENAMED__1,520.00,923101
KAN,KAN-KOTANGORA NIGER STATE__RENAMED__2,520.00,923101
SAP,SAPELE SITE - ONEX - ABUJA,520.00,1100012
GGLD, - OBUDU__RENAMED__1,521.00,1900006
KAN,kAN-AGAIE-NIGER STATE,521.00,911104
KAN,kAN-AGAIE-NIGER STATE__RENAMED__1,521.00,911104
KAN,kAN-AGAIE-NIGER STATE__RENAMED__2,521.00,911104
KAN,KANO SITE - ZAMFARA - ANKA,521.00,4600010
PHC,PHC-ILAWE EKITI STATE,521.00,361102
ENG,ENUGU-IJEBU ODE,521.40,3700004
ENG,ENUGU-IJEBU ODE__RENAMED__1,521.40,3700004
GGLD, - SANGO OTA__RENAMED__1,522.00,3700009
GGLD, - ELELE NWOWOJI__RENAMED__1,523.00,4200005
SAP,SAPELE SITE - MPAPE QUARRY - ABUJA,523.00,1100011
GGLD, - UGBA__RENAMED__2,524.00,1700008
GGLD,GWAGWALADA-KWALI-LOKOJA-OTURKPA-ENUGU-OKIGWE-ISUIKWUATO,524.00,441107
GGLD,GWAGWALADA-KWALI-LOKOJA-OTURKPA-ENUGU-OKIGWE-ISUIKWUATO__RENAMED__1,524.00,441107
GGLD,GWAGWALADA-KWALI-LOKOJA-OTURKPA-ENUGU-OKIGWE-ISUIKWUATO__RENAMED__2,524.00,441107
ENG,ENUGU-SHENDAM-PLATEAU,525.00,940101
ENG,ENUGU-SHENDAM-PLATEAU__RENAMED__1,525.00,940101
PHC,ENUGU-SHENDAM-PLATEAU__RENAMED__2,525.00,
KAN,KANO SITE - TURE-GOMBE,525.00,2500006
SAP,SAPELE SITE - GARAM - ABUJA,525.00,1100006
ENG,ENUGU-MUTUN BIU -TARABA STATE,526.00,672103
GGLD,GWAGWALADA-GARKI-JIGAWA,526.00,733101
GGLD,GWAGWALADA-GARKI-JIGAWA__RENAMED__1,526.00,733101
GGLD,GWAGWALADA-GARKI-JIGAWA__RENAMED__2,526.00,733101
KAN,KANO SITE - KALTUNGO - GOMBE,526.00,2500005
KAN,KANO-GWADABAWA-SOKOTO,526.00,843103
KAN,KANO-GWADABAWA-SOKOTO__RENAMED__1,526.00,843103
KAN,KANO-GWADABAWA-SOKOTO__RENAMED__2,526.00,843103
SAP,SAPELE-NYANYA-FCT-ABUJA,526.00,900103
SAP,SAPELE-NYANYA-FCT-ABUJA__RENAMED__1,526.00,900103
SAP,SAPELE-NYANYA-FCT-ABUJA__RENAMED__2,526.00,900103
GGLD, - WARRI__RENAMED__1,527.00,2000017
SAP,SAPELE-GWARIMPA-FCT-ABUJA,527.00,900108
SAP,SAPELE-GWARIMPA-FCT-ABUJA__RENAMED__1,527.00,900108
SAP,SAPELE-GWARIMPA-FCT-ABUJA__RENAMED__2,527.00,900108
ENG, - AJEBO - OGUN,528.00,3700002
ENG, - MOWE,528.00,3700006
ENG, - OLONDE,528.00,3900005
PHC,PHC-USHONGO-BENUE-,528.00,981114
PHC,PHC-USHONGO-BENUE-__RENAMED__1,528.00,981114
PHC,PHC-USHONGO-BENUE-__RENAMED__2,528.00,981114
SAP,SAPELE-KONSHISHA-BENUE-,528.00,971109
SAP,SAPELE-KONSHISHA-BENUE-__RENAMED__1,528.00,971109
SAP,SAPELE-KONSHISHA-BENUE-__RENAMED__2,528.00,971109
SAP,SAP SITE-IKOM,529.00,1900003
SAP,SAP SITE-IKOM__RENAMED__1,529.00,1900003
SAP,SAPELE SITE - IKOM,529.00,1900003
SAP,Sapele-Benin-Agbor-Asaba-Onithsa-Awka-Enugu-Oturkpa-Oturkpo-Agatu,530.00,972108
SAP,Sapele-Benin-Agbor-Asaba-Onithsa-Awka-Enugu-Oturkpa-Oturkpo-Agatu__RENAMED__1,530.00,972108
SAP,Sapele-Benin-Agbor-Asaba-Onithsa-Awka-Enugu-Oturkpa-Oturkpo-Agatu__RENAMED__2,530.00,972108
KAN,KANO SITE - SOKOTO,531.00,4300004
SAP,SAPELE SITE - IDA QUARRY - KADUNA STATE,531.00,2800004
KAN,KANO SITE - BODINGA-SOKOTO,532.00,4300001
PHC,ENUGU SITE - PATEGI,533.00,3300010
ENG,ENUGU SITE - PATEGI__RENAMED__1,533.00,3300010
ENG,ENUGU SITE - PATEGI__RENAMED__2,533.00,3300010
GGLD,GWAGWALADA-UKUM-BENUE-,533.00,980108
GGLD,GWAGWALADA-UKUM-BENUE-__RENAMED__1,533.00,980108
GGLD,GWAGWALADA-UKUM-BENUE-__RENAMED__2,533.00,980108
ENG, - OSOGBO,534.00,3900006
GGLD,GWAGWADALA - MARARRABA TARABA,534.00,4400007
GGLD,GWAGWALADA-MARARABA TARABA STATE,534.00,4400007
ENG,ENUGU-KEFFI,535.00,3500004
ENG,ENUGU-KEFFI__RENAMED__1,535.00,3500004
ENG,ENUGU-KEFFI__RENAMED__2,535.00,3500004
GGLD,GWAGWALADA-LOGO-BENUE-,535.00,980102
GGLD,GWAGWALADA-LOGO-BENUE-__RENAMED__1,535.00,980102
GGLD,GWAGWALADA-LOGO-BENUE-__RENAMED__2,535.00,980102
PHC,PORT-HARCOURT SITE - Ijebu-Ode,535.00,3700004
SAP,SAP-SCC KARSHI ABUJA,535.00,900109
SAP,SAP-SCC KARSHI ABUJA__RENAMED__1,535.00,900109
SAP,SAP-SCC KARSHI ABUJA__RENAMED__2,535.00,900109
ENG, - OWODE-OGUN,536.00,3700008
GGLD, - UMUAHIA,536.00,1000005
GGLD,GGLD SITE - ZURU,536.00,3100012
GGLD,GGLD SITE - ZURU__RENAMED__1,536.00,3100012
GGLD,GGLD SITE - ZURU__RENAMED__2,536.00,3100012
ENG, - ISAAPA-KWARA STATE,537.00,3300005
KAN,KANO TO MALISA GWANDU KEBBI STATE,537.00,860104
KAN,KANO TO MALISA GWANDU KEBBI STATE__RENAMED__1,537.00,860104
KAN,KANO TO MALISA GWANDU KEBBI STATE__RENAMED__2,537.00,860104
PHC,PHC TO IKARE AKOKO ONDO STATE,537.00,342101
SAP,SAPELE-AGATU-BENUE-,538.00,972108
SAP,SAPELE-AGATU-BENUE-__RENAMED__1,538.00,972108
SAP,SAPELE-AGATU-BENUE-__RENAMED__2,538.00,972108
KAN,KANO SITE - ZURU,539.00,3100012
KAN,KANO SITE - ZURU__RENAMED__1,539.00,3100012
KAN,KANO SITE - ZURU__RENAMED__2,539.00,3100012
KAN,KANO-BINJI-SOKOTO,539.00,853101
KAN,KANO-BINJI-SOKOTO__RENAMED__1,539.00,853101
KAN,KANO-BINJI-SOKOTO__RENAMED__2,539.00,853101
PHC,PORT-HARCOURT SITE - ABAJI,539.00,1100001
PHC,PORT-HARCOURT SITE - IFAKI,539.00,3600003
SAP,SAPELE SITE - ILORIN JEBBA SITE,539.00,3300004
SAP,SAPELE SITE - WASINMI,539.00,4000006
SAP,SAPELE SITE - WASINMI__RENAMED__1,539.00,4000006
SAP,SAPELE SITE - WASINMI__RENAMED__2,539.00,4000006
KAN,KANO-KURMI-TARABA,541.00,671104
KAN,KANO-KURMI-TARABA__RENAMED__1,541.00,671104
KAN,KANO-KURMI-TARABA__RENAMED__2,541.00,671104
SAP,SAPELE SITE - OKITIPUPA,541.00,3800009
SAP,SAPELE SITE - OKITIPUPA__RENAMED__1,541.00,380009
,SAPELE SITE - OKITIPUPA__RENAMED__2,541.00,380009
GGLD, - ELELE__RENAMED__1,542.00,4200004
GGLD,GGLD-DUTSE JIGAWA STATE,542.00,720231
GGLD,GGLD-DUTSE JIGAWA STATE__RENAMED__1,542.00,720231
GGLD,GGLD-DUTSE JIGAWA STATE__RENAMED__2,542.00,720231
PHC,PHC-AJAOKUTA-KOGI,542.00,263106
PHC,PHC-AJAOKUTA-KOGI__RENAMED__1,542.00,263106
PHC,PHC-AJAOKUTA-KOGI__RENAMED__2,542.00,263106
SAP,SAPELE VANDEKIYA BENUE STATE,542.00,982106
SAP,SAPELE VANDEKIYA BENUE STATE__RENAMED__1,542.00,982106
SAP,SAPELE VANDEKIYA BENUE STATE__RENAMED__2,542.00,982106
SAP,SAPELE-VANDEKIYA-BENUE-,542.00,982106
SAP,SAPELE-VANDEKIYA-BENUE-__RENAMED__1,542.00,982106
SAP,SAPELE-VANDEKIYA-BENUE-__RENAMED__2,542.00,982106
SAP,ENUGU-IJEBU ODE__RENAMED__2,542.40,3700004
GGLD, - IBADAN__RENAMED__1,543.00,4000001
SAP,SAPELE SITE - ILEWA,543.00,3300011
SAP,SAPELE SITE - ILORIN,543.00,3300003
PHC,PORT-HARCOURT SITE - OBAJANA,544.00,3200006
GGLD, - AHOADA__RENAMED__1,545.00,4200002
ENG, - IBADAN,545.00,4000001
GGLD,GWAGWALADA-TAKUM-TARABA,545.00,671101
GGLD,GWAGWALADA-TAKUM-TARABA__RENAMED__1,545.00,671101
GGLD,GWAGWALADA-TAKUM-TARABA__RENAMED__2,545.00,671101
KAN,KAN-GEGU KOGI STATE,545.00,260105
KAN,KAN-GEGU KOGI STATE__RENAMED__1,545.00,260105
KAN,KAN-GEGU KOGI STATE__RENAMED__2,545.00,260105
PHC,PORT-HARCOURT SITE - UGBA,545.00,1700008
SAP,SAPELE-GBOKO BENUE STATE,545.00,981101
SAP,SAPELE-GBOKO BENUE STATE__RENAMED__1,545.00,981101
SAP,SAPELE-GBOKO BENUE STATE__RENAMED__2,545.00,981101
GGLD, - IGBOKODA__RENAMED__1,546.00,3800002
GGLD,GWAGWALADA-DARAZO-BAUCHI,546.00,750106
GGLD,GWAGWALADA-DARAZO-BAUCHI__RENAMED__1,546.00,750106
GGLD,GWAGWALADA-DARAZO-BAUCHI__RENAMED__2,546.00,750106
KAN,KANO SITE - DUAR,546.00,3500001
KAN,KANO SITE - NASARAWA,546.00,3500003
PHC,PHC-GUMA-BENUE-,546.00,970104
PHC,PHC-GUMA-BENUE-__RENAMED__1,546.00,970104
PHC,PHC-GUMA-BENUE-__RENAMED__2,546.00,970104
PHC,PORT-HARCOURT SITE - ZAKI-BIAM - BENUE STATE,546.00,1700009
GGLD,GWAGWALADA SITE - AFIKPO,547.00,2100007
KAN,KANO-TAMBUWA-SOKOTO,547.00,850101
KAN,KANO-TAMBUWA-SOKOTO__RENAMED__1,547.00,850101
KAN,KANO-TAMBUWA-SOKOTO__RENAMED__2,547.00,850101
PHC,PORT-HARCOURT SITE - ARA EKITI,547.00,2300002
PHC,PORT-HARCOURT SITE - LOKOJA,547.00,3200005
SAP,SAPELE SITE - JERE-ABUJA,547.00,2800005
ENG, - AWO-OSUN,548.00,3900001
GGLD, - PATANI__RENAMED__1,548.00,2000014
KAN,KANO-LAMURDE-ADAMAWA,548.00,642114
KAN,KANO-LAMURDE-ADAMAWA__RENAMED__1,548.00,642114
KAN,KANO-LAMURDE-ADAMAWA__RENAMED__2,548.00,642114
SAP,SAPELE - IDDAH KADUNA,548.00,802114
SAP,SAPELE - IDDAH KADUNA__RENAMED__1,548.00,802114
SAP,SAPELE - IDDAH KADUNA__RENAMED__2,548.00,802114
PHC,PHC-ADOMA-KOGI,549.00,271109
PHC,PHC-ADOMA-KOGI__RENAMED__1,549.00,271109
PHC,PHC-ADOMA-KOGI__RENAMED__2,549.00,271109
GGLD, - MASHI-MANI û KANKIA ROAD__RENAMED__1,550.00,3000008
GGLD, - OHAFIA - ABIA,550.00,1000003
GGLD,GWAGWALADA-DAURA-KATSINA,550.00,824101
GGLD,GWAGWALADA-DAURA-KATSINA__RENAMED__1,550.00,824101
GGLD,GWAGWALADA-DAURA-KATSINA__RENAMED__2,550.00,824101
GGLD,GWAGWALADA-GWIWA-JIGAWA,550.00,705105
GGLD,GWAGWALADA-GWIWA-JIGAWA__RENAMED__1,550.00,705105
GGLD,GWAGWALADA-GWIWA-JIGAWA__RENAMED__2,550.00,705105
SAP,SAPELE-DENGI LOCAL GOVERNMENT PLATAEU STATE NORTH CENTRAL,550.00,942101
SAP,SAPELE-DENGI LOCAL GOVERNMENT PLATAEU STATE NORTH CENTRAL__RENAMED__1,550.00,942101
SAP,SAPELE-DENGI LOCAL GOVERNMENT PLATAEU STATE NORTH CENTRAL__RENAMED__2,550.00,942101
GGLD,GWAGWALADA-ZURMIZAMFARA,551.00,631101
GGLD,GWAGWALADA-ZURMIZAMFARA__RENAMED__1,551.00,631101
GGLD,GWAGWALADA-ZURMIZAMFARA__RENAMED__2,551.00,631101
PHC,PORT-HARCOURT SITE - UGBA__RENAMED__1,551.00,3600011
ENG, - SANGO OTA,552.00,3700009
GGLD,GGLD - OKITIPUPA,552.00,380009
GGLD,GGLD - OKITIPUPA__RENAMED__1,552.00,380009
GGLD,GGLD - OKITIPUPA__RENAMED__2,552.00,380009
GGLD,GWAGWALADA - OGOJA,553.00,1900007
